Ticker,Date,Adj_Close,Close,High,Low,Open,Volume,daily_return,rolling_vol_20d,rolling_vol_60d,parkinson_vol,atr_14
BABA,2014-09-19,,89.1668701171875,94.68459619084878,85.4250691986862,88.03673065801411,271879400.0,,,,,9.259526992162577
BABA,2014-09-22,,85.36808776855469,88.27415231330177,84.99770727738489,88.03672854995712,66657800.0,-0.04353720791962089,,,,6.714344915982593
BABA,2014-09-23,,82.784912109375,85.92840751289796,82.26258420232769,84.46587633108929,39009800.0,-0.030726527548111334,,,,5.698171047511821
BABA,2014-09-24,,86.01387786865234,86.01387786865234,82.8324009934825,84.01951977120244,32088000.0,0.0382628299147031,,,,5.080869725453201
BABA,2014-09-25,,84.4468765258789,86.89709133188536,84.0480063701842,86.50771290923262,28598000.0,-0.01838599730663044,,,0.5469005316670946,4.634512772702794
BABA,2014-09-26,,85.90940856933594,85.90940856933594,84.19996192189191,85.2161352789785,18340000.0,0.017170695827244703,,,0.5053410169943884,4.147001751826333
BABA,2014-09-29,,84.28543090820312,85.18763825630533,83.5921503729515,85.11166816326777,25302000.0,-0.019084326588282463,,,0.47278915039795966,3.8856098153346346
BABA,2014-09-30,,84.3803939819336,86.30827355111339,84.01001353492848,84.52284967207342,24419400.0,0.0011260500913763808,,,0.4515132905848396,3.687191090440919
BABA,2014-10-01,,81.76873779296875,84.46587535217242,81.71175841173978,84.23794333606091,24029600.0,-0.031440083834316665,,,0.438532023698864,3.5835161848844432
BABA,2014-10-02,,82.68045043945312,83.76310223913183,81.30434466018116,81.9301904650094,21469700.0,0.011088190794577258,,,0.4256136366168719,3.471040324291066
BABA,2014-10-03,,83.66812133789062,85.415563765398,83.24076152041836,83.66812133789062,18485700.0,0.011874854036811289,0.41494615013676484,,0.4125230787625276,3.404137869895958
BABA,2014-10-06,,83.86756896972656,85.14016412602729,83.63014520319867,84.66531659297148,9268400.0,0.002380958059640456,0.3958720689444905,,0.39801941111922773,3.2462946243070134
BABA,2014-10-07,,83.25975799560547,85.18763766511255,82.68044347232727,83.52567143338607,12791700.0,-0.007273659728770411,0.3775299358099501,,0.3904774539542011,3.1894407449591875
BABA,2014-10-08,,83.85807800292969,84.04801411964999,82.68045089334893,83.57316658225083,10252600.0,0.007160487211885601,0.36587362042997573,,0.37858808213452644,3.059306636483607
BABA,2014-10-09,,84.32342529296875,85.8049472687872,83.57316532568682,84.0575118353191,21507000.0,0.005533884148735673,0.3542026904904345,,0.37145946195337937,2.557324847264879
BABA,2014-10-10,,81.55980682373047,84.27593519769523,80.95200258227243,83.81058666030351,15431400.0,-0.03332312932650738,0.3618758485633376,,0.3722319099362695,2.5003434094715726
BABA,2014-10-13,,80.83804321289062,82.51900022066772,80.6480998603521,82.48101155016002,14845000.0,-0.008888890622944453,0.34980046337744475,,0.36499056147120496,2.3721346273105257
BABA,2014-10-14,,80.67658996582031,81.55980663426196,79.03362162012012,81.49332827193186,15559200.0,-0.0019992405352962823,0.33906583305942345,,0.3616845460812583,2.32193600265799
BABA,2014-10-15,,81.29389953613281,82.13912759990636,78.64424932380052,79.81237749097446,16824300.0,0.007622531254531539,0.33280273526185983,,0.3646563422525617,2.368064096544038
BABA,2014-10-16,,84.3803939819336,84.68904918483611,79.78861981584937,80.70507920079092,15232000.0,0.037264098541653475,0.35839636483921017,,0.3774536054117288,2.5959914337970886
BABA,2014-10-17,,83.48768615722656,86.32727201619932,83.25975415342063,85.85242454333309,17360700.0,-0.010635926013183606,0.34991543692565086,,0.31668618165491125,2.649581409968106
BABA,2014-10-20,,83.82008361816406,84.99770340189214,83.44020416501367,83.57316088677662,9891400.0,0.003973490277530958,0.31648084088815415,,0.3087769505551403,2.5966699257319314
BABA,2014-10-21,,86.32727813720703,87.84678870899988,84.0480086567188,84.61782421544137,23243800.0,0.029472993076357586,0.3133960718088503,,0.30916954729838514,2.687569079332159
BABA,2014-10-22,,87.02056121826172,88.7964937006911,86.43175488117296,87.60937480094924,20364500.0,0.007998793408939976,0.284116675708303,,0.3040417649145731,2.688316078227402
BABA,2014-10-23,,89.69869232177734,89.93611607831524,88.15069203756556,88.24566009106111,20641000.0,0.030311764032190644,0.29342933324659426,,0.29869425478425354,2.7012047592351616
BABA,2014-10-24,,90.94280242919922,93.07011736886281,90.01209806744728,90.2875105087249,32132600.0,0.013774573559775172,0.2914978729423258,,0.3040638889316575,2.834162339539222
BABA,2014-10-27,,92.87067413330078,93.87734850618776,91.45563062404683,92.12041422018017,28302400.0,0.020977160487857027,0.2861592418792308,,0.30648729488231513,2.8646874741251693
BABA,2014-10-28,,94.66559600830078,95.60579201084654,93.64942266832162,94.81754343756988,32127600.0,0.0191427150040905,0.2901678246126534,,0.3042477747012968,2.9623699492140765
BABA,2014-10-29,,93.36451721191406,94.96950415065149,91.94947362883684,94.85553813725537,28655400.0,-0.01383926797505028,0.26596401285410515,,0.30384017869726443,3.018673419122238
BABA,2014-10-30,,93.76338958740234,94.4376721610941,92.40532546134774,93.52596583980956,15484600.0,0.0042631052353969585,0.2655500040127023,,0.3007256668980548,2.923025132625812
BABA,2014-10-31,,93.63992309570312,95.17843156377965,93.19926758346074,95.06446555835255,18128300.0,-0.0013176555717743445,0.26599844572572195,0.3288272361606839,0.2990312642093392,2.930758248340333
BABA,2014-11-03,,96.678955078125,97.62865008971524,94.06729379625186,94.65610006625512,40883700.0,0.03193892638475992,0.2814534596446797,0.3346489371001614,0.3069852770172637,3.035225532616781
BABA,2014-11-04,,100.7341537475586,101.008617008392,94.50415653296223,95.37312837390762,67814000.0,0.04108915782289331,0.3003949588889009,0.3464648363685135,0.33214271143741353,3.2501956897113473
BABA,2014-11-05,,103.20335388183594,104.59940669073632,101.12352675943134,103.02291675889356,48344000.0,0.02421644582049013,0.30468396756421445,0.3456387097453319,0.33806217739309713,3.176254516439275
BABA,2014-11-06,,105.95747375488281,106.0809314998404,101.81680286211387,103.80166923405034,33609000.0,0.026336471247373257,0.3092110139763876,0.34554706225424087,0.34464344319717727,3.261726714649835
BABA,2014-11-07,,108.79705047607422,108.9964855448609,106.12841000177947,107.24905032562664,51457000.0,0.02644640183770568,0.2639823863654034,0.34522402555505344,0.33860281764982314,3.3675490398712364
BABA,2014-11-10,,113.15615844726562,113.44106259423721,109.40485892455932,111.37072724561382,75971000.0,0.0392845734236871,0.2629787460155999,0.35167743663432516,0.3438404992474678,3.4116423989660345
BABA,2014-11-11,,108.77806854248047,111.63665258360827,107.97082922399,111.35174117915376,70983600.0,-0.03945905967678007,0.3248612538121728,0.3670173618666738,0.3446645501387014,3.6056505175225744
BABA,2014-11-12,,112.25394439697266,113.0801816428399,108.28421906743652,109.26241098888302,53908000.0,0.031453927192584025,0.3287294916002577,0.36820111599333877,0.3445831128787068,3.739965354333279
BABA,2014-11-13,,109.06297302246094,113.96340282168023,108.78756784176812,113.29861920345964,62163000.0,-0.028838215842918253,0.3550626742555212,0.37399663430182517,0.3352757581659601,3.8688517781066105
BABA,2014-11-14,,109.30989837646484,109.5853108093547,107.64793204549375,109.27190970514229,29849000.0,0.0022615030673137776,0.3466084319230139,0.36924257047241493,0.3284919531067378,3.79762554145464
BABA,2014-11-17,,108.50265502929688,109.81323153633396,107.43899400834059,109.63279441121306,22573000.0,-0.007412309626129764,0.3530443563810596,0.36591336695237436,0.3294295408158633,3.7718483736294695
BABA,2014-11-18,,105.23570251464844,108.62611343549743,104.85583030432872,108.57863303200645,41098000.0,-0.03057202275346505,0.37905080617232784,0.3716563765687055,0.3245213344865776,3.825437845726188
BABA,2014-11-19,,103.34580993652344,105.11224322174934,101.82629938084466,104.3050039183198,46841000.0,-0.018121877400125982,0.3919128127033873,0.3710706732529855,0.32647700869832524,3.9237990195874324
BABA,2014-11-20,,104.2955093383789,106.78371295959603,101.8642923467518,102.38662027307265,36489000.0,0.009147562995338926,0.38346908081101916,0.3669855247186108,0.3389232122077527,4.133817350482098
BABA,2014-11-21,,105.15973663330078,107.79038874771481,104.87957108540755,107.5149763122797,27432000.0,0.008252189581583476,0.3827783916230865,0.36296102043075,0.33645552658709943,4.098542523005227
BABA,2014-11-24,,108.18925476074219,108.19875373969393,105.93848220424287,106.36584206429774,20646000.0,0.028401557009916558,0.3871883570234834,0.3635450278930574,0.3348486726279698,3.851010853788325
BABA,2014-11-25,,107.76188659667969,109.37636510536372,106.67923493874382,109.15793932549104,23485000.0,-0.0039580130885201945,0.38676384976927763,0.3600680516791181,0.33617576745088296,3.7675735126056233
BABA,2014-11-26,,107.00213623046875,108.01830961267173,106.67924340135659,107.62893842194248,11794700.0,-0.0070752403086000665,0.38277566662768914,0.35712460984366867,0.3301139072376437,3.558640482147667
