Ticker,Date,Close,High,Low,Open,Volume,daily_return,rolling_vol_20d,rolling_vol_60d,parkinson_vol,atr_14
WEGZY,2011-04-06,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,4160.0,,,,,0.0
WEGZY,2011-04-07,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,,,,0.0
WEGZY,2011-04-08,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,,,,0.0
WEGZY,2011-04-11,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,,,,0.0
WEGZY,2011-04-12,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,,,0.0,0.0
WEGZY,2011-04-13,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,,,0.0,0.0
WEGZY,2011-04-14,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,,,0.0,0.0
WEGZY,2011-04-15,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,,,0.0,0.0
WEGZY,2011-04-18,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,,,0.0,0.0
WEGZY,2011-04-19,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,,,0.0,0.0
WEGZY,2011-04-20,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
WEGZY,2011-04-21,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
WEGZY,2011-04-25,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
WEGZY,2011-04-26,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
WEGZY,2011-04-27,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
WEGZY,2011-04-28,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
WEGZY,2011-04-29,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
WEGZY,2011-05-02,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
WEGZY,2011-05-03,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
WEGZY,2011-05-04,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
WEGZY,2011-05-05,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
WEGZY,2011-05-06,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
WEGZY,2011-05-09,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
WEGZY,2011-05-10,2.343855619430542,2.343855619430542,2.343855619430542,2.343855619430542,0.0,0.0,0.0,,0.0,0.0
